name,medal_type,medal_date,gender,birth_date,country,discipline,event
BIANCHI Guillaume,PRATA,2024-08-04,MASCULINO,1997-07-30,Italy,Fencing,Men's Foil Team
MACCHI Filippo,PRATA,2024-08-04,MASCULINO,2001-09-19,Italy,Fencing,Men's Foil Team
MARINI Tommaso,PRATA,2024-08-04,MASCULINO,2000-04-17,Italy,Fencing,Men's Foil Team
FOCONI Alessio,PRATA,2024-08-04,MASCULINO,1989-11-22,Italy,Fencing,Men's Foil Team
LEFORT Enzo,BRONZE,2024-08-04,MASCULINO,1991-09-29,France,Fencing,Men's Foil Team
PAUTY Maxime,BRONZE,2024-08-04,MASCULINO,1993-06-20,France,Fencing,Men's Foil Team
MERTINE Julien,BRONZE,2024-08-04,MASCULINO,1988-06-25,France,Fencing,Men's Foil Team
CHASTANET Maximilien,BRONZE,2024-08-04,MASCULINO,1996-03-15,France,Fencing,Men's Foil Team
XU Jiayu,OURO,2024-08-04,MASCULINO,1995-08-19,China,Swimming,Men's 4 x 100m Medley Relay
QIN Haiyang,OURO,2024-08-04,MASCULINO,1999-05-17,China,Swimming,Men's 4 x 100m Medley Relay
WANG Changhao,OURO,2024-08-04,MASCULINO,2002-08-01,China,Swimming,Men's 4 x 100m Medley Relay
PAN Zhanle,OURO,2024-08-04,MASCULINO,2004-08-04,China,Swimming,Men's 4 x 100m Medley Relay
SUN Jiajun,OURO,2024-08-04,MASCULINO,2000-08-01,China,Swimming,Men's 4 x 100m Medley Relay
ARMSTRONG Hunter,PRATA,2024-08-04,MASCULINO,2001-01-24,United States,Swimming,Men's 4 x 100m Medley Relay
SWANSON Charlie,PRATA,2024-08-04,MASCULINO,1998-02-20,United States,Swimming,Men's 4 x 100m Medley Relay
HEILMAN Thomas,PRATA,2024-08-04,MASCULINO,2007-02-07,United States,Swimming,Men's 4 x 100m Medley Relay
ALEXY Jack,PRATA,2024-08-04,MASCULINO,2003-01-19,United States,Swimming,Men's 4 x 100m Medley Relay
DRESSEL Caeleb,PRATA,2024-08-04,MASCULINO,1996-08-16,United States,Swimming,Men's 4 x 100m Medley Relay
FINK Nic,PRATA,2024-08-04,MASCULINO,1993-07-03,United States,Swimming,Men's 4 x 100m Medley Relay
MURPHY Ryan,PRATA,2024-08-04,MASCULINO,1995-07-02,United States,Swimming,Men's 4 x 100m Medley Relay
NDOYE-BROUARD Yohann,BRONZE,2024-08-04,MASCULINO,2000-11-29,France,Swimming,Men's 4 x 100m Medley Relay
MARCHAND Leon,BRONZE,2024-08-04,MASCULINO,2002-05-17,France,Swimming,Men's 4 x 100m Medley Relay
SECCHI Clement,BRONZE,2024-08-04,MASCULINO,2000-05-04,France,Swimming,Men's 4 x 100m Medley Relay
FENTE--DAMERS Rafael,BRONZE,2024-08-04,MASCULINO,2006-10-17,France,Swimming,Men's 4 x 100m Medley Relay
GROUSSET Maxime,BRONZE,2024-08-04,MASCULINO,1999-04-24,France,Swimming,Men's 4 x 100m Medley Relay
MANAUDOU Florent,BRONZE,2024-08-04,MASCULINO,1990-11-12,France,Swimming,Men's 4 x 100m Medley Relay
BERKOFF Katharine,OURO,2024-08-04,FEMININO,2001-01-28,United States,Swimming,Women's 4 x 100m Medley Relay
WEBER Emma,OURO,2024-08-04,FEMININO,2004-01-13,United States,Swimming,Women's 4 x 100m Medley Relay
SHACKELL Alex,OURO,2024-08-04,FEMININO,2006-11-13,United States,Swimming,Women's 4 x 100m Medley Relay
DOUGLASS Kate,OURO,2024-08-04,FEMININO,2001-11-17,United States,Swimming,Women's 4 x 100m Medley Relay
HUSKE Torri,OURO,2024-08-04,FEMININO,2002-12-07,United States,Swimming,Women's 4 x 100m Medley Relay
KING Lilly,OURO,2024-08-04,FEMININO,1997-02-10,United States,Swimming,Women's 4 x 100m Medley Relay
SMITH Regan,OURO,2024-08-04,FEMININO,2002-02-09,United States,Swimming,Women's 4 x 100m Medley Relay
WALSH Gretchen,OURO,2024-08-04,FEMININO,2003-01-29,United States,Swimming,Women's 4 x 100m Medley Relay
ANDERSON Iona,PRATA,2024-08-04,FEMININO,2005-10-03,Australia,Swimming,Women's 4 x 100m Medley Relay
RAMSAY Ella,PRATA,2024-08-04,FEMININO,2004-07-12,Australia,Swimming,Women's 4 x 100m Medley Relay
PERKINS Alexandria,PRATA,2024-08-04,FEMININO,2000-07-27,Australia,Swimming,Women's 4 x 100m Medley Relay
HARRIS Meg,PRATA,2024-08-04,FEMININO,2002-03-07,Australia,Swimming,Women's 4 x 100m Medley Relay
McKEON Emma,PRATA,2024-08-04,FEMININO,1994-05-24,Australia,Swimming,Women's 4 x 100m Medley Relay
McKEOWN Kaylee,PRATA,2024-08-04,FEMININO,2001-07-12,Australia,Swimming,Women's 4 x 100m Medley Relay
O'CALLAGHAN Mollie,PRATA,2024-08-04,FEMININO,2004-04-02,Australia,Swimming,Women's 4 x 100m Medley Relay
STRAUCH Jenna,PRATA,2024-08-04,FEMININO,1997-03-24,Australia,Swimming,Women's 4 x 100m Medley Relay
WANG Xueer,BRONZE,2024-08-04,FEMININO,1998-01-15,China,Swimming,Women's 4 x 100m Medley Relay
TANG Qianting,BRONZE,2024-08-04,FEMININO,2004-03-14,China,Swimming,Women's 4 x 100m Medley Relay
YU Yiting,BRONZE,2024-08-04,FEMININO,2005-09-05,China,Swimming,Women's 4 x 100m Medley Relay
WU Qingfeng,BRONZE,2024-08-04,FEMININO,2003-01-28,China,Swimming,Women's 4 x 100m Medley Relay
WAN Letian,BRONZE,2024-08-04,FEMININO,2004-08-12,China,Swimming,Women's 4 x 100m Medley Relay
YANG Junxuan,BRONZE,2024-08-04,FEMININO,2002-01-26,China,Swimming,Women's 4 x 100m Medley Relay
ZHANG Yufei,BRONZE,2024-08-04,FEMININO,1998-04-19,China,Swimming,Women's 4 x 100m Medley Relay
ERRANI Sara,OURO,2024-08-04,FEMININO,1987-04-29,Italy,Tennis,Women's Doubles
PAOLINI Jasmine,OURO,2024-08-04,FEMININO,1996-01-04,Italy,Tennis,Women's Doubles
ANDREEVA Mirra,PRATA,2024-08-04,FEMININO,2007-04-29,AIN,Tennis,Women's Doubles
SHNAIDER Diana,PRATA,2024-08-04,FEMININO,2004-04-02,AIN,Tennis,Women's Doubles
BUCSA Cristina,BRONZE,2024-08-04,FEMININO,1998-01-01,Spain,Tennis,Women's Doubles
SORRIBES TORMO Sara,BRONZE,2024-08-04,FEMININO,1996-10-08,Spain,Tennis,Women's Doubles
SLAGTER Arvin,OURO,2024-08-05,MASCULINO,1985-10-19,Netherlands,3x3 Basketball,Men
de JONG Worthy,OURO,2024-08-05,MASCULINO,1988-03-14,Netherlands,3x3 Basketball,Men
van der HORST Dimeo,OURO,2024-08-05,MASCULINO,1991-06-23,Netherlands,3x3 Basketball,Men
DRIESSEN Jan,OURO,2024-08-05,MASCULINO,1996-12-04,Netherlands,3x3 Basketball,Men
VERGIAT Timothe,PRATA,2024-08-05,MASCULINO,1998-03-07,France,3x3 Basketball,Men
SEGUELA Franck,PRATA,2024-08-05,MASCULINO,1997-05-30,France,3x3 Basketball,Men
DUSSOULIER Lucas,PRATA,2024-08-05,MASCULINO,1996-07-27,France,3x3 Basketball,Men
RAMBAUT Jules,PRATA,2024-08-05,MASCULINO,1998-04-06,France,3x3 Basketball,Men
DZIAUGYS Evaldas,BRONZE,2024-08-05,MASCULINO,1996-09-26,Lithuania,3x3 Basketball,Men
MATULIS Gintautas,BRONZE,2024-08-05,MASCULINO,1986-12-06,Lithuania,3x3 Basketball,Men
PUKELIS Aurelijus,BRONZE,2024-08-05,MASCULINO,1994-05-17,Lithuania,3x3 Basketball,Men
VINGELIS Sarunas,BRONZE,2024-08-05,MASCULINO,1989-11-16,Lithuania,3x3 Basketball,Men
BRUNCKHORST Svenja,OURO,2024-08-05,FEMININO,1991-10-19,Germany,3x3 Basketball,Women
GREINACHER Sonja,OURO,2024-08-05,FEMININO,1992-07-01,Germany,3x3 Basketball,Women
REICHERT Marie,OURO,2024-08-05,FEMININO,2001-04-16,Germany,3x3 Basketball,Women
MEVIUS Elisa,OURO,2024-08-05,FEMININO,2004-04-23,Germany,3x3 Basketball,Women
ALONSO Gracia,PRATA,2024-08-05,FEMININO,1992-08-11,Spain,3x3 Basketball,Women
YGUERAVIDE Sandra,PRATA,2024-08-05,FEMININO,1984-12-28,Spain,3x3 Basketball,Women
GIMENO Vega,PRATA,2024-08-05,FEMININO,1991-01-08,Spain,3x3 Basketball,Women
CAMILION Juana,PRATA,2024-08-05,FEMININO,1999-03-22,Spain,3x3 Basketball,Women
HAMBY Dearica,BRONZE,2024-08-05,FEMININO,1993-11-06,United States,3x3 Basketball,Women
BURDICK Cierra,BRONZE,2024-08-05,FEMININO,1993-09-30,United States,3x3 Basketball,Women
van LITH Hailey,BRONZE,2024-08-05,FEMININO,2001-09-09,United States,3x3 Basketball,Women
HOWARD Rhyne,BRONZE,2024-08-05,FEMININO,2000-04-29,United States,3x3 Basketball,Women
MARCHANT Katy,OURO,2024-08-05,FEMININO,1993-01-30,Great Britain,Cycling Track,Women's Team Sprint
FINUCANE Emma,OURO,2024-08-05,FEMININO,2002-12-22,Great Britain,Cycling Track,Women's Team Sprint
CAPEWELL Sophie,OURO,2024-08-05,FEMININO,1998-09-04,Great Britain,Cycling Track,Women's Team Sprint
THOMAS Lowri,OURO,2024-08-05,FEMININO,1999-03-03,Great Britain,Cycling Track,Women's Team Sprint
ANDREWS Ellesse,PRATA,2024-08-05,FEMININO,1999-12-31,New Zealand,Cycling Track,Women's Team Sprint
PETCH Rebecca,PRATA,2024-08-05,FEMININO,1998-07-09,New Zealand,Cycling Track,Women's Team Sprint
FULTON Shaane,PRATA,2024-08-05,FEMININO,2000-10-03,New Zealand,Cycling Track,Women's Team Sprint
KING Olivia,PRATA,2024-08-05,FEMININO,2001-01-25,New Zealand,Cycling Track,Women's Team Sprint
HINZE Emma,BRONZE,2024-08-05,FEMININO,1997-09-17,Germany,Cycling Track,Women's Team Sprint
FRIEDRICH Lea,BRONZE,2024-08-05,FEMININO,2000-01-07,Germany,Cycling Track,Women's Team Sprint
GRABOSCH Pauline,BRONZE,2024-08-05,FEMININO,1998-01-14,Germany,Cycling Track,Women's Team Sprint
PROEPSTER Alessa,BRONZE,2024-08-05,FEMININO,2001-03-04,Germany,Cycling Track,Women's Team Sprint
BACOSI Diana,OURO,2024-08-05,FEMININO,1983-07-13,Italy,Shooting,Skeet Mixed Team
ROSSETTI Gabriele,OURO,2024-08-05,MASCULINO,1995-03-07,Italy,Shooting,Skeet Mixed Team
SMITH Austen Jewell,PRATA,2024-08-05,FEMININO,2001-07-23,United States,Shooting,Skeet Mixed Team
HANCOCK Vincent,PRATA,2024-08-05,MASCULINO,1989-03-19,United States,Shooting,Skeet Mixed Team
JIANG Yiting,BRONZE,2024-08-05,FEMININO,2004-08-01,China,Shooting,Skeet Mixed Team
LYU Jianlin,BRONZE,2024-08-05,MASCULINO,1996-07-26,China,Shooting,Skeet Mixed Team
HELLWIG Tim,OURO,2024-08-05,MASCULINO,1999-06-30,Germany,Triathlon,Mixed Relay
TERTSCH Lisa,OURO,2024-08-05,FEMININO,1998-12-01,Germany,Triathlon,Mixed Relay
LUEHRS Lasse,OURO,2024-08-05,MASCULINO,1996-05-16,Germany,Triathlon,Mixed Relay
LINDEMANN Laura,OURO,2024-08-05,FEMININO,1996-06-26,Germany,Triathlon,Mixed Relay
RIDER Seth,PRATA,2024-08-05,MASCULINO,1997-03-06,United States,Triathlon,Mixed Relay
SPIVEY Taylor,PRATA,2024-08-05,FEMININO,1991-04-13,United States,Triathlon,Mixed Relay
PEARSON Morgan,PRATA,2024-08-05,MASCULINO,1993-09-22,United States,Triathlon,Mixed Relay
KNIBB Taylor,PRATA,2024-08-05,FEMININO,1998-02-14,United States,Triathlon,Mixed Relay
YEE Alex,BRONZE,2024-08-05,MASCULINO,1998-02-18,Great Britain,Triathlon,Mixed Relay
TAYLOR-BROWN Georgia,BRONZE,2024-08-05,FEMININO,1994-03-15,Great Britain,Triathlon,Mixed Relay
DICKINSON Samuel,BRONZE,2024-08-05,MASCULINO,1997-07-11,Great Britain,Triathlon,Mixed Relay
POTTER Beth,BRONZE,2024-08-05,FEMININO,1991-12-27,Great Britain,Triathlon,Mixed Relay
van den BERG Roy,OURO,2024-08-06,MASCULINO,1988-09-08,Netherlands,Cycling Track,Men's Team Sprint
LAVREYSEN Harrie,OURO,2024-08-06,MASCULINO,1997-03-14,Netherlands,Cycling Track,Men's Team Sprint
HOOGLAND Jeffrey,OURO,2024-08-06,MASCULINO,1993-03-16,Netherlands,Cycling Track,Men's Team Sprint
van LOON Tijmen,OURO,2024-08-06,MASCULINO,2001-03-20,Netherlands,Cycling Track,Men's Team Sprint
CARLIN Jack,PRATA,2024-08-06,MASCULINO,1997-04-23,Great Britain,Cycling Track,Men's Team Sprint
TURNBULL Hamish,PRATA,2024-08-06,MASCULINO,1999-07-13,Great Britain,Cycling Track,Men's Team Sprint
LOWE Ed,PRATA,2024-08-06,MASCULINO,2003-08-24,Great Britain,Cycling Track,Men's Team Sprint
TRUMAN Joseph,PRATA,2024-08-06,MASCULINO,1997-02-14,Great Britain,Cycling Track,Men's Team Sprint
GLAETZER Matthew,BRONZE,2024-08-06,MASCULINO,1992-08-24,Australia,Cycling Track,Men's Team Sprint
RICHARDSON Matthew,BRONZE,2024-08-06,MASCULINO,1999-04-17,Australia,Cycling Track,Men's Team Sprint
HOFFMAN Leigh,BRONZE,2024-08-06,MASCULINO,2000-06-11,Australia,Cycling Track,Men's Team Sprint
CORNISH Thomas,BRONZE,2024-08-06,MASCULINO,2000-02-15,Australia,Cycling Track,Men's Team Sprint
CHANG Hao,OURO,2024-08-07,FEMININO,1997-04-28,China,Artistic Swimming,Team
FENG Yu,OURO,2024-08-07,FEMININO,1999-09-30,China,Artistic Swimming,Team
WANG Qianyi,OURO,2024-08-07,FEMININO,1997-01-16,China,Artistic Swimming,Team
WANG Ciyue,OURO,2024-08-07,FEMININO,1999-11-14,China,Artistic Swimming,Team
WANG Liuyi,OURO,2024-08-07,FEMININO,1997-01-16,China,Artistic Swimming,Team
XIANG Binxuan,OURO,2024-08-07,FEMININO,2001-11-16,China,Artistic Swimming,Team
XIAO Yanning,OURO,2024-08-07,FEMININO,1998-02-23,China,Artistic Swimming,Team
ZHANG Yayi,OURO,2024-08-07,FEMININO,1997-05-06,China,Artistic Swimming,Team
CHENG Wentao,OURO,2024-08-07,FEMININO,1998-05-18,China,Artistic Swimming,Team
ALVAREZ Anita,PRATA,2024-08-07,FEMININO,1996-12-02,United States,Artistic Swimming,Team
CZARKOWSKI Jaime,PRATA,2024-08-07,FEMININO,2003-12-05,United States,Artistic Swimming,Team
FIELD Megumi,PRATA,2024-08-07,FEMININO,2005-10-15,United States,Artistic Swimming,Team
HUNTER Keana,PRATA,2024-08-07,FEMININO,2004-03-04,United States,Artistic Swimming,Team
KWON Audrey,PRATA,2024-08-07,FEMININO,2006-06-16,United States,Artistic Swimming,Team
LUU Jacklyn,PRATA,2024-08-07,FEMININO,1999-04-30,United States,Artistic Swimming,Team
RAMIREZ Daniella,PRATA,2024-08-07,FEMININO,2001-10-06,United States,Artistic Swimming,Team
REMATI Ruby,PRATA,2024-08-07,FEMININO,2002-08-14,United States,Artistic Swimming,Team
LIU Calista,PRATA,2024-08-07,FEMININO,2005-12-18,United States,Artistic Swimming,Team
TIO CASAS Iris,BRONZE,2024-08-07,FEMININO,2002-11-02,Spain,Artistic Swimming,Team
OZHOGINA OZHOGIN Alisa,BRONZE,2024-08-07,FEMININO,2000-10-31,Spain,Artistic Swimming,Team
MAS PUJADAS Meritxell,BRONZE,2024-08-07,FEMININO,1994-12-25,Spain,Artistic Swimming,Team
TOLEDANO LAUT Blanca,BRONZE,2024-08-07,FEMININO,2000-11-03,Spain,Artistic Swimming,Team
RAMIREZ IBANEZ Paula,BRONZE,2024-08-07,FEMININO,1996-04-23,Spain,Artistic Swimming,Team
LLUIS VALETTE Lilou,BRONZE,2024-08-07,FEMININO,2006-07-28,Spain,Artistic Swimming,Team
GARCIA POLO Marina,BRONZE,2024-08-07,FEMININO,2004-12-05,Spain,Artistic Swimming,Team
FERRE GASET Txell,BRONZE,2024-08-07,FEMININO,2006-11-10,Spain,Artistic Swimming,Team
SALDANA LOPEZ Sara,BRONZE,2024-08-07,FEMININO,2000-07-25,Spain,Artistic Swimming,Team
MARTIN Alvaro,OURO,2024-08-07,MASCULINO,1994-06-18,Spain,Athletics,Marathon Race Walk Relay Mixed
PEREZ Maria,OURO,2024-08-07,FEMININO,1996-04-29,Spain,Athletics,Marathon Race Walk Relay Mixed
PINTADO Brian Daniel,PRATA,2024-08-07,MASCULINO,1995-07-29,Ecuador,Athletics,Marathon Race Walk Relay Mixed
MOREJON Glenda,PRATA,2024-08-07,FEMININO,2000-05-30,Ecuador,Athletics,Marathon Race Walk Relay Mixed
COWLEY Rhydian,BRONZE,2024-08-07,MASCULINO,1991-01-04,Australia,Athletics,Marathon Race Walk Relay Mixed
MONTAG Jemima,BRONZE,2024-08-07,FEMININO,1998-02-15,Australia,Athletics,Marathon Race Walk Relay Mixed
BLEDDYN Oliver,OURO,2024-08-07,MASCULINO,2002-01-27,Australia,Cycling Track,Men's Team Pursuit
O'BRIEN Kelland,OURO,2024-08-07,MASCULINO,1998-05-22,Australia,Cycling Track,Men's Team Pursuit
WELSFORD Sam,OURO,2024-08-07,MASCULINO,1996-01-19,Australia,Cycling Track,Men's Team Pursuit
LEAHY Conor,OURO,2024-08-07,MASCULINO,1999-04-16,Australia,Cycling Track,Men's Team Pursuit
MORIARTY James,OURO,2024-08-07,MASCULINO,2001-06-07,Australia,Cycling Track,Men's Team Pursuit
VERNON Ethan,PRATA,2024-08-07,MASCULINO,2000-08-26,Great Britain,Cycling Track,Men's Team Pursuit
WOOD Oliver,PRATA,2024-08-07,MASCULINO,1995-11-26,Great Britain,Cycling Track,Men's Team Pursuit
BIGHAM Daniel,PRATA,2024-08-07,MASCULINO,1991-10-02,Great Britain,Cycling Track,Men's Team Pursuit
TANFIELD Charlie,PRATA,2024-08-07,MASCULINO,1996-11-17,Great Britain,Cycling Track,Men's Team Pursuit
HAYTER Ethan,PRATA,2024-08-07,MASCULINO,1998-09-18,Great Britain,Cycling Track,Men's Team Pursuit
STEWART Mark,PRATA,2024-08-07,MASCULINO,1995-08-25,Great Britain,Cycling Track,Men's Team Pursuit
CONSONNI Simone,BRONZE,2024-08-07,MASCULINO,1994-09-12,Italy,Cycling Track,Men's Team Pursuit
GANNA Filippo,BRONZE,2024-08-07,MASCULINO,1996-07-25,Italy,Cycling Track,Men's Team Pursuit
LAMON Francesco,BRONZE,2024-08-07,MASCULINO,1994-02-05,Italy,Cycling Track,Men's Team Pursuit
MILAN Jonathan,BRONZE,2024-08-07,MASCULINO,2000-10-01,Italy,Cycling Track,Men's Team Pursuit
MORO Manlio,BRONZE,2024-08-07,MASCULINO,2002-03-17,Italy,Cycling Track,Men's Team Pursuit
CUMMINS Olivia,OURO,2024-08-07,FEMININO,2003-08-06,United States,Cycling Track,Women's Team Pursuit
EHRLICH Emily,OURO,2024-08-07,FEMININO,1993-12-25,United States,Cycling Track,Women's Team Pursuit
FAULKNER Kristen,OURO,2024-08-07,FEMININO,1992-12-18,United States,Cycling Track,Women's Team Pursuit
VALENTE Jennifer,OURO,2024-08-07,FEMININO,1994-12-24,United States,Cycling Track,Women's Team Pursuit
WILLIAMS Lily,OURO,2024-08-07,FEMININO,1994-06-24,United States,Cycling Track,Women's Team Pursuit
DYGERT Chloe,OURO,2024-08-07,FEMININO,1997-01-01,United States,Cycling Track,Women's Team Pursuit
BOTHA Bryony,PRATA,2024-08-07,FEMININO,1997-11-04,New Zealand,Cycling Track,Women's Team Pursuit
WOLLASTON Ally,PRATA,2024-08-07,FEMININO,2001-01-04,New Zealand,Cycling Track,Women's Team Pursuit
SHEARMAN Emily,PRATA,2024-08-07,FEMININO,1999-02-23,New Zealand,Cycling Track,Women's Team Pursuit
SHIELDS Nicole,PRATA,2024-08-07,FEMININO,1999-09-09,New Zealand,Cycling Track,Women's Team Pursuit
DONNELLY Samantha,PRATA,2024-08-07,FEMININO,2001-12-13,New Zealand,Cycling Track,Women's Team Pursuit
EVANS Neah,BRONZE,2024-08-07,FEMININO,1990-08-01,Great Britain,Cycling Track,Women's Team Pursuit
BARKER Elinor,BRONZE,2024-08-07,FEMININO,1994-09-07,Great Britain,Cycling Track,Women's Team Pursuit
KNIGHT Josie,BRONZE,2024-08-07,FEMININO,1997-03-29,Great Britain,Cycling Track,Women's Team Pursuit
MORRIS Anna,BRONZE,2024-08-07,FEMININO,1995-06-13,Great Britain,Cycling Track,Women's Team Pursuit
ROBERTS Jessica,BRONZE,2024-08-07,FEMININO,1999-04-11,Great Britain,Cycling Track,Women's Team Pursuit
BARKER Megan,BRONZE,2024-08-07,FEMININO,1997-08-15,Great Britain,Cycling Track,Women's Team Pursuit
LIU Hao,OURO,2024-08-08,MASCULINO,1993-09-06,China,Canoe Sprint,Men's Canoe Double 500m
JI Bowen,OURO,2024-08-08,MASCULINO,2002-02-22,China,Canoe Sprint,Men's Canoe Double 500m
CASADEI Gabriele,PRATA,2024-08-08,MASCULINO,2002-08-10,Italy,Canoe Sprint,Men's Canoe Double 500m
TACCHINI Carlo,PRATA,2024-08-08,MASCULINO,1995-01-25,Italy,Canoe Sprint,Men's Canoe Double 500m
MORENO Joan Antoni,BRONZE,2024-08-08,MASCULINO,2000-04-04,Spain,Canoe Sprint,Men's Canoe Double 500m
DOMINGUEZ Diego,BRONZE,2024-08-08,MASCULINO,2003-05-04,Spain,Canoe Sprint,Men's Canoe Double 500m
RENDSCHMIDT Max,OURO,2024-08-08,MASCULINO,1993-12-12,Germany,Canoe Sprint,Men's Kayak Four 500m
LEMKE Max,OURO,2024-08-08,MASCULINO,1996-12-02,Germany,Canoe Sprint,Men's Kayak Four 500m
SCHOPF Jacob,OURO,2024-08-08,MASCULINO,1999-06-08,Germany,Canoe Sprint,Men's Kayak Four 500m
LIEBSCHER-LUCZ Tom,OURO,2024-08-08,MASCULINO,1993-08-03,Germany,Canoe Sprint,Men's Kayak Four 500m
FITZSIMMONS Riley,PRATA,2024-08-08,MASCULINO,1996-07-27,Australia,Canoe Sprint,Men's Kayak Four 500m
van der WESTHUYZEN Pierre,PRATA,2024-08-08,MASCULINO,2003-08-18,Australia,Canoe Sprint,Men's Kayak Four 500m
COLLINS Jackson,PRATA,2024-08-08,MASCULINO,1998-11-05,Australia,Canoe Sprint,Men's Kayak Four 500m
HAVARD Noah,PRATA,2024-08-08,MASCULINO,2000-10-11,Australia,Canoe Sprint,Men's Kayak Four 500m
CRAVIOTTO Saul,BRONZE,2024-08-08,MASCULINO,1984-11-03,Spain,Canoe Sprint,Men's Kayak Four 500m
AREVALO Carlos,BRONZE,2024-08-08,MASCULINO,1993-12-06,Spain,Canoe Sprint,Men's Kayak Four 500m
COOPER Marcus,BRONZE,2024-08-08,MASCULINO,1994-10-03,Spain,Canoe Sprint,Men's Kayak Four 500m
GERMADE Rodrigo,BRONZE,2024-08-08,MASCULINO,1990-08-23,Spain,Canoe Sprint,Men's Kayak Four 500m
CARRINGTON Lisa,OURO,2024-08-08,FEMININO,1989-06-23,New Zealand,Canoe Sprint,Women's Kayak Four 500m
HOSKIN Alicia,OURO,2024-08-08,FEMININO,2000-02-06,New Zealand,Canoe Sprint,Women's Kayak Four 500m
BRETT Olivia,OURO,2024-08-08,FEMININO,2001-06-18,New Zealand,Canoe Sprint,Women's Kayak Four 500m
VAUGHAN Tara,OURO,2024-08-08,FEMININO,2003-12-28,New Zealand,Canoe Sprint,Women's Kayak Four 500m
PASZEK Paulina,PRATA,2024-08-08,FEMININO,1997-10-26,Germany,Canoe Sprint,Women's Kayak Four 500m
HAKE Jule Marie,PRATA,2024-08-08,FEMININO,1999-09-24,Germany,Canoe Sprint,Women's Kayak Four 500m
JAGSCH Pauline,PRATA,2024-08-08,FEMININO,2003-03-13,Germany,Canoe Sprint,Women's Kayak Four 500m
BRUESSLER Sarah,PRATA,2024-08-08,FEMININO,1994-04-08,Germany,Canoe Sprint,Women's Kayak Four 500m
PUPP Noemi,BRONZE,2024-08-08,FEMININO,1998-07-28,Hungary,Canoe Sprint,Women's Kayak Four 500m
FOJT Sara,BRONZE,2024-08-08,FEMININO,2003-12-03,Hungary,Canoe Sprint,Women's Kayak Four 500m
CSIPES Tamara,BRONZE,2024-08-08,FEMININO,1989-08-24,Hungary,Canoe Sprint,Women's Kayak Four 500m
GAZSO Alida Dora,BRONZE,2024-08-08,FEMININO,2000-04-18,Hungary,Canoe Sprint,Women's Kayak Four 500m
EL KAJOUI Munir,BRONZE,2024-08-08,MASCULINO,1989-05-10,Morocco,Football,Men
HAKIMI Achraf,BRONZE,2024-08-08,MASCULINO,1998-11-04,Morocco,Football,Men
NAKACH Akram,BRONZE,2024-08-08,MASCULINO,2002-04-07,Morocco,Football,Men
BOUKAMIR Mehdi,BRONZE,2024-08-08,MASCULINO,2004-01-26,Morocco,Football,Men
TAHIF Adil,BRONZE,2024-08-08,MASCULINO,2001-02-24,Morocco,Football,Men
BOUCHOUARI Benjamin,BRONZE,2024-08-08,MASCULINO,2001-11-13,Morocco,Football,Men
BEN SEGHIR Eliesse,BRONZE,2024-08-08,MASCULINO,2005-02-16,Morocco,Football,Men
EL KHANNOUSS Bilal,BRONZE,2024-08-08,MASCULINO,2004-05-10,Morocco,Football,Men
RAHIMI Soufiane,BRONZE,2024-08-08,MASCULINO,1996-06-02,Morocco,Football,Men
AKHOMACH Ilias,BRONZE,2024-08-08,MASCULINO,2004-04-16,Morocco,Football,Men
EL OUAHDI Zakaria,BRONZE,2024-08-08,MASCULINO,2001-12-31,Morocco,Football,Men
GHANIMI Rachid,BRONZE,2024-08-08,MASCULINO,2001-04-25,Morocco,Football,Men
KECHTA Yassine,BRONZE,2024-08-08,MASCULINO,2002-02-25,Morocco,Football,Men
TARGHALLINE Oussama,BRONZE,2024-08-08,MASCULINO,2002-05-20,Morocco,Football,Men
MAOUHOUB Mehdi,BRONZE,2024-08-08,MASCULINO,2003-06-05,Morocco,Football,Men
EZZALZOULI Abde,BRONZE,2024-08-08,MASCULINO,2001-12-17,Morocco,Football,Men
EL AZZOUZI Oussama,BRONZE,2024-08-08,MASCULINO,2001-05-29,Morocco,Football,Men
RICHARDSON Amir,BRONZE,2024-08-08,MASCULINO,2002-01-24,Morocco,Football,Men
MANAOUT Haytam,BRONZE,2024-08-08,MASCULINO,2001-04-18,Morocco,Football,Men
JANSSEN Ji,OURO,2024-08-08,MASCULINO,1997-10-14,Netherlands,Hockey,Men
BALK Lars,OURO,2024-08-08,MASCULINO,1996-02-26,Netherlands,Hockey,Men
de GEUS Jonas,OURO,2024-08-08,MASCULINO,1998-04-29,Netherlands,Hockey,Men
van DAM Thijs,OURO,2024-08-08,MASCULINO,1997-01-05,Netherlands,Hockey,Men
BRINKMAN Thierry,OURO,2024-08-08,MASCULINO,1995-03-19,Netherlands,Hockey,Men
van ASS Seve,OURO,2024-08-08,MASCULINO,1992-04-10,Netherlands,Hockey,Men
CROON Jorrit Jan Willem,OURO,2024-08-08,MASCULINO,1998-08-09,Netherlands,Hockey,Men
BLOK Justen,OURO,2024-08-08,MASCULINO,2000-09-27,Netherlands,Hockey,Men
de VILDER Derck,OURO,2024-08-08,MASCULINO,1998-11-23,Netherlands,Hockey,Men
WORTELBOER Floris,OURO,2024-08-08,MASCULINO,1996-08-04,Netherlands,Hockey,Men
HOEDEMAKERS Tje,OURO,2024-08-08,MASCULINO,1999-10-14,Netherlands,Hockey,Men
BIJEN Koen,OURO,2024-08-08,MASCULINO,1998-07-27,Netherlands,Hockey,Men
